,Year,Term Number,Department,Course Number,Number of Sections,Enrollments,Median GPA Points,Average Section Size
0,,,AAAS,31.1,1.0,14.0,4.0,14.0
1,2021.0,3.0,AAAS,31.9,1.0,17.0,4.0,17.0
2,2021.0,3.0,AAAS,60.01,1.0,19.0,3.666666666666666,
3,2021.0,3.0,AAAS,62.75,1.0,29.0,4.0,29.0
4,2021.0,3.0,AAAS,65.65,1.0,16.0,3.333333333333333,16.0
5,2021.0,3.0,AAAS,88.19,1.0,19.0,4.0,19.0
6,2021.0,3.0,ANTH,3.0,1.0,58.0,,58.0
7,2021.0,3.0,ANTH,18.0,1.0,16.0,4.0,16.0
8,2021.0,3.0,,12.19,1.0,24.0,4.0,24.0
9,2021.0,3.0,ARTH,17.06,1.0,21.0,3.6666666666666665,21.0
10,,3.0,ARTH,47.01,1.0,27.0,3.6666666666666665,27.0
11,2021.0,3.0,ARTH,62.71,1.0,,3.6666666666666665,21.0
12,2021.0,3.0,ASCL,54.09,1.0,22.0,3.666666666666666,22.0
13,2021.0,,ASCL,60.24,1.0,25.0,4.0,25.0
14,2021.0,3.0,ASCL,70.18,2.0,88.0,4.0,44.0
15,2021.0,3.0,ASTR,1.0,1.0,97.0,3.333333333333334,97.0
16,2021.0,3.0,ASTR,2.0,,62.0,4.0,31.0
17,2021.0,3.0,BIOL,13.0,1.0,71.0,3.0,71.0
18,2021.0,3.0,BIOL,,1.0,13.0,4.0,13.0
19,2021.0,,BIOL,45.0,1.0,19.0,4.0,19.0
20,2021.0,,CHEM,52.0,1.0,65.0,3.0,
21,2021.0,3.0,CHEM,63.0,1.0,16.0,3.5,16.0
22,2021.0,3.0,CLST,4.0,2.0,102.0,3.859477124183006,51.0
23,2021.0,3.0,CLST,12.02,2.0,29.0,3.6666666666666665,14.5
24,2021.0,3.0,,31.0,1.0,17.0,,17.0
25,2021.0,3.0,COGS,11.03,,17.0,,17.0
26,,,,18.04,1.0,32.0,,32.0
27,2021.0,3.0,COLT,39.03,1.0,16.0,4.0,16.0
28,2021.0,3.0,COLT,,1.0,16.0,3.333333333333333,16.0
29,,3.0,COLT,57.1,1.0,44.0,4.0,44.0
30,,3.0,COSC,21.0,1.0,25.0,4.0,25.0
31,2021.0,3.0,COSC,30.0,,55.0,3.333333333333333,
32,2021.0,,COSC,50.0,,41.0,4.0,41.0
33,2021.0,3.0,COSC,56.0,1.0,36.0,3.6666666666666665,36.0
34,2021.0,3.0,COSC,59.0,1.0,30.0,4.0,30.0
35,2021.0,3.0,CRWT,11.0,2.0,23.0,4.0,11.5
36,2021.0,3.0,EARS,5.0,1.0,71.0,3.6666666666666665,71.0
37,2021.0,3.0,EARS,40.0,1.0,27.0,4.0,27.0
38,2021.0,3.0,ECON,20.0,2.0,84.0,3.333333333333333,42.0
39,2021.0,3.0,ECON,,2.0,110.0,3.333333333333333,55.0
40,2021.0,,,22.0,1.0,39.0,3.333333333333333,39.0
41,2021.0,3.0,ECON,26.0,,92.0,3.6666666666666665,46.0
42,,3.0,EDUC,17.0,1.0,,2.6666666666666665,15.0
43,2021.0,3.0,ENGL,44.0,1.0,13.0,3.6666666666666665,
44,2021.0,,,48.0,1.0,19.0,4.0,
45,2021.0,,ENGL,52.1,,21.0,3.6666666666666665,
46,2021.0,3.0,ENGL,53.22,1.0,12.0,3.6666666666666665,12.0
47,2021.0,3.0,ENGL,53.39,1.0,29.0,4.0,29.0
48,2021.0,3.0,ENGL,64.01,,15.0,3.6666666666666665,15.0
49,2021.0,3.0,ENGS,2.0,1.0,50.0,4.0,50.0
50,2021.0,3.0,ENGS,21.0,1.0,42.0,4.0,42.0
51,2021.0,3.0,ENGS,22.0,1.0,39.0,4.0,39.0
52,2021.0,3.0,ENGS,25.0,1.0,13.0,,13.0
53,2021.0,3.0,ENGS,27.0,1.0,19.0,4.0,19.0
54,2021.0,3.0,ENGS,31.0,1.0,36.0,3.6666666666666665,36.0
55,2021.0,3.0,ENGS,33.0,1.0,14.0,4.0,14.0
56,2021.0,3.0,ENGS,37.0,2.0,27.0,3.6049382716049374,13.5
57,2021.0,3.0,ENGS,,1.0,16.0,3.6666666666666665,16.0
58,2021.0,3.0,ENVS,25.0,1.0,17.0,4.0,17.0
59,2021.0,3.0,ENVS,80.11,1.0,18.0,4.0,18.0
60,2021.0,3.0,ENVS,80.12,1.0,25.0,3.666666666666666,25.0
61,,3.0,FILM,1.0,1.0,,4.0,45.0
62,2021.0,3.0,FILM,,1.0,10.0,4.0,10.0
63,2021.0,3.0,FILM,42.22,1.0,25.0,3.666666666666666,25.0
64,2021.0,3.0,FILM,44.09,1.0,15.0,4.0,
65,2021.0,3.0,FILM,49.02,1.0,17.0,4.0,17.0
66,,,FREN,3.0,1.0,12.0,3.333333333333333,12.0
67,2021.0,3.0,FRIT,37.04,1.0,16.0,4.0,16.0
68,2021.0,3.0,GEOG,24.0,1.0,22.0,3.666666666666666,22.0
69,2021.0,3.0,,6.01,1.0,23.0,3.6666666666666665,23.0
70,2021.0,3.0,GEOG,50.02,,20.0,4.0,20.0
71,2021.0,3.0,GEOG,50.03,1.0,17.0,4.0,17.0
72,2021.0,3.0,GERM,,,18.0,4.0,18.0
73,2021.0,3.0,GOVT,6.0,1.0,22.0,3.333333333333334,22.0
74,2021.0,3.0,GOVT,20.02,1.0,22.0,3.333333333333334,22.0
75,2021.0,,GOVT,30.15,,26.0,,
76,2021.0,3.0,GOVT,50.02,,28.0,3.333333333333333,28.0
77,2021.0,3.0,GOVT,60.2,1.0,21.0,3.6666666666666665,21.0
78,2021.0,3.0,GOVT,85.29,1.0,15.0,3.6666666666666665,
79,2021.0,3.0,GOVT,86.04,1.0,,,
80,2021.0,3.0,HIST,26.0,1.0,22.0,3.666666666666666,
81,,3.0,HIST,29.0,1.0,19.0,3.666666666666666,19.0
82,2021.0,,HIST,34.0,1.0,27.0,3.6666666666666665,27.0
83,2021.0,3.0,HIST,64.0,1.0,31.0,,31.0
84,2021.0,3.0,HIST,8.04,1.0,13.0,4.0,13.0
85,2021.0,3.0,HIST,87.0,1.0,28.0,4.0,28.0
86,2021.0,,HIST,10.02,,18.0,,
87,2021.0,3.0,HIST,16.02,,19.0,3.666666666666666,19.0
88,,3.0,,33.01,,26.0,4.0,26.0
89,2021.0,3.0,,38.02,1.0,45.0,3.6666666666666665,45.0
90,2021.0,3.0,HIST,,1.0,13.0,3.6666666666666665,13.0
91,2021.0,3.0,HIST,41.02,1.0,,4.0,29.0
92,2021.0,3.0,HUM,4.02,2.0,98.0,4.0,49.0
93,2021.0,,JWST,,1.0,28.0,,28.0
94,2021.0,3.0,JWST,15.01,1.0,16.0,,16.0
95,2021.0,3.0,LACS,76.0,1.0,28.0,4.0,28.0
96,2021.0,3.0,LACS,42.1,1.0,29.0,4.0,29.0
97,2021.0,,LAT,30.08,,14.0,3.6666666666666665,14.0
98,,3.0,LATS,44.0,1.0,24.0,,24.0
99,2021.0,3.0,LING,1.0,1.0,38.0,3.666666666666666,38.0
100,2021.0,3.0,LING,26.0,1.0,19.0,4.0,19.0
101,2021.0,3.0,LING,11.14,1.0,14.0,3.6666666666666665,14.0
102,2021.0,3.0,MATH,20.0,1.0,14.0,3.6666666666666665,14.0
103,2021.0,3.0,MATH,22.0,1.0,27.0,3.6666666666666665,27.0
104,2021.0,3.0,MATH,31.0,1.0,35.0,4.0,35.0
105,2021.0,3.0,MATH,54.0,1.0,10.0,3.6666666666666665,10.0
106,2021.0,3.0,,76.0,1.0,,4.0,28.0
107,2021.0,3.0,MES,10.1,1.0,28.0,3.6666666666666665,28.0
108,2021.0,3.0,MES,16.39,1.0,16.0,3.333333333333333,16.0
109,2021.0,3.0,MES,17.07,1.0,,3.666666666666666,
110,2021.0,3.0,MES,18.03,1.0,21.0,3.6666666666666665,21.0
111,2021.0,3.0,,3.03,1.0,20.0,4.0,20.0
112,2021.0,3.0,MUS,51.0,1.0,29.0,4.0,29.0
113,2021.0,3.0,NAS,,1.0,45.0,3.6666666666666665,45.0
114,2021.0,3.0,PBPL,40.0,1.0,34.0,3.333333333333333,
115,2021.0,3.0,PHIL,1.08,1.0,27.0,3.6666666666666665,27.0
116,2021.0,3.0,PHIL,1.19,1.0,26.0,4.0,26.0
117,2021.0,3.0,,37.0,1.0,19.0,3.666666666666666,
118,2021.0,3.0,PHIL,50.35,1.0,17.0,4.0,17.0
119,2021.0,3.0,PHYS,,,35.0,3.666666666666666,35.0
120,2021.0,,PHYS,44.0,1.0,22.0,,22.0
121,2021.0,,PORT,11.0,1.0,10.0,4.0,10.0
122,2021.0,3.0,PSYC,10.0,1.0,13.0,3.333333333333333,13.0
123,2021.0,,PSYC,11.0,1.0,37.0,4.0,37.0
124,2021.0,3.0,PSYC,25.0,1.0,38.0,3.333333333333333,38.0
125,2021.0,3.0,PSYC,50.08,1.0,31.0,3.6666666666666665,31.0
126,2021.0,3.0,PSYC,52.05,1.0,,,34.0
127,2021.0,3.0,REL,12.0,2.0,101.0,,50.5
128,2021.0,3.0,REL,15.01,1.0,17.0,4.0,17.0
129,,3.0,REL,16.04,1.0,19.0,3.666666666666666,
130,2021.0,3.0,REL,19.36,1.0,20.0,4.0,20.0
131,2021.0,3.0,REL,29.01,1.0,12.0,3.6666666666666665,12.0
132,2021.0,3.0,RUSS,33.0,1.0,14.0,4.0,14.0
133,2021.0,3.0,RUSS,,1.0,17.0,4.0,17.0
134,2021.0,3.0,,,1.0,20.0,4.0,20.0
135,2021.0,3.0,SART,15.0,1.0,16.0,4.0,16.0
136,2021.0,3.0,SART,16.0,1.0,12.0,4.0,12.0
137,2021.0,3.0,SART,25.0,1.0,12.0,4.0,12.0
138,,3.0,SART,29.0,1.0,12.0,4.0,12.0
139,2021.0,3.0,SART,31.0,1.0,10.0,4.0,10.0
140,2021.0,,SOCY,,1.0,21.0,,21.0
141,2021.0,3.0,SOCY,43.0,1.0,24.0,4.0,24.0
142,2021.0,3.0,SOCY,66.0,1.0,16.0,3.6666666666666665,16.0
143,2021.0,3.0,SOCY,49.02,1.0,15.0,3.333333333333333,15.0
144,2021.0,3.0,SPAN,2.0,1.0,12.0,3.6666666666666665,12.0
145,2021.0,3.0,SPAN,3.0,2.0,66.0,3.6666666666666665,33.0
146,2021.0,3.0,SPAN,43.06,1.0,12.0,4.0,12.0
147,2021.0,3.0,,55.09,1.0,10.0,3.6666666666666665,10.0
148,2021.0,3.0,THEA,65.0,1.0,13.0,,13.0
149,2021.0,3.0,THEA,10.51,1.0,17.0,4.0,17.0
150,2021.0,3.0,THEA,,1.0,14.0,4.0,14.0
151,2021.0,3.0,WGSS,26.02,1.0,19.0,,19.0
152,2021.0,3.0,WGSS,26.03,1.0,13.0,4.0,13.0
153,2021.0,3.0,WGSS,66.06,1.0,18.0,4.0,18.0
154,2021.0,4.0,AAAS,11.0,1.0,24.0,,24.0
155,2021.0,4.0,AAAS,12.0,1.0,21.0,3.6666666666666665,21.0
156,2021.0,4.0,AAAS,20.01,1.0,10.0,,
157,,4.0,AAAS,22.1,1.0,20.0,,20.0
158,2021.0,4.0,AAAS,28.1,1.0,18.0,4.0,18.0
159,2021.0,4.0,AAAS,39.06,1.0,26.0,4.0,26.0
160,2021.0,4.0,AAAS,60.5,1.0,19.0,4.0,19.0
161,2021.0,4.0,ANTH,1.0,1.0,28.0,3.333333333333333,28.0
162,2021.0,,ANTH,6.0,2.0,172.0,4.0,86.0
163,2021.0,4.0,ANTH,,1.0,59.0,4.0,59.0
164,2021.0,4.0,ANTH,11.0,1.0,28.0,3.6666666666666665,28.0
165,2021.0,4.0,ANTH,,1.0,28.0,3.6666666666666665,28.0
166,2021.0,4.0,,31.0,1.0,29.0,4.0,29.0
167,2021.0,,ANTH,75.0,1.0,,4.0,12.0
168,2021.0,4.0,ANTH,50.34,1.0,55.0,4.0,55.0
169,2021.0,4.0,,1.0,1.0,11.0,4.0,11.0
170,,4.0,,1.0,1.0,,3.6666666666666665,48.0
171,,4.0,ARTH,11.02,1.0,23.0,3.6666666666666665,23.0
172,2021.0,4.0,ARTH,27.03,1.0,20.0,4.0,20.0
173,2021.0,4.0,ARTH,28.01,1.0,22.0,4.0,22.0
174,2021.0,4.0,ARTH,32.21,1.0,21.0,3.6666666666666665,21.0
175,,4.0,ARTH,38.03,1.0,,4.0,19.0
176,2021.0,4.0,ARTH,41.02,1.0,19.0,3.666666666666666,19.0
177,2021.0,4.0,ARTH,89.02,1.0,11.0,3.666666666666666,11.0
178,2021.0,4.0,ASCL,1.01,1.0,25.0,3.666666666666666,25.0
179,2021.0,4.0,ASCL,10.02,1.0,25.0,4.0,25.0
180,2021.0,4.0,ASCL,51.04,1.0,28.0,4.0,
181,2021.0,4.0,ASCL,,1.0,16.0,3.6666666666666665,16.0
182,2021.0,4.0,,60.05,1.0,12.0,4.0,12.0
183,2021.0,4.0,ASCL,60.2,1.0,38.0,,
184,2021.0,4.0,ASCL,62.1,1.0,21.0,3.6666666666666665,21.0
185,2021.0,4.0,ASCL,64.14,1.0,22.0,4.0,22.0
186,2021.0,,ASCL,67.01,1.0,19.0,3.333333333333333,19.0
187,,4.0,ASCL,70.02,1.0,19.0,4.0,19.0
188,2021.0,4.0,ASCL,70.2,1.0,36.0,4.0,36.0
189,2021.0,4.0,ASCL,80.08,1.0,14.0,3.6666666666666665,14.0
190,2021.0,4.0,ASTR,2.0,1.0,,4.0,29.0
191,2021.0,4.0,ASTR,3.0,1.0,,3.666666666666666,25.0
192,,4.0,BIOL,2.0,1.0,34.0,4.0,34.0
193,2021.0,4.0,BIOL,12.0,2.0,92.0,3.0,
194,2021.0,4.0,BIOL,14.0,,46.0,3.1666666666666665,46.0
195,2021.0,4.0,BIOL,16.0,1.0,39.0,3.333333333333333,39.0
196,2021.0,4.0,BIOL,19.0,1.0,23.0,3.333333333333333,23.0
197,2021.0,4.0,BIOL,24.0,1.0,24.0,3.6666666666666665,24.0
198,2021.0,4.0,BIOL,,1.0,14.0,3.333333333333333,14.0
199,2021.0,4.0,BIOL,40.0,1.0,53.0,3.0,53.0
200,2021.0,4.0,BIOL,41.0,1.0,14.0,3.5,14.0
201,2021.0,4.0,,47.0,1.0,16.0,3.0,16.0
202,2021.0,4.0,BIOL,48.0,1.0,,3.333333333333333,24.0
203,2021.0,4.0,BIOL,72.0,1.0,10.0,,
204,2021.0,4.0,BIOL,11.07,1.0,,3.0,48.0
205,2021.0,4.0,CHEM,5.0,1.0,,3.333333333333333,109.0
206,2021.0,4.0,CHEM,6.0,1.0,40.0,3.333333333333333,
207,2021.0,4.0,CHEM,51.0,1.0,,3.333333333333333,
208,2021.0,4.0,,1.0,1.0,12.0,4.0,12.0
209,2021.0,4.0,CHIN,4.0,2.0,24.0,3.847222222222222,12.0
210,2021.0,4.0,CHIN,31.0,1.0,,4.0,12.0
211,2021.0,4.0,CLST,6.0,1.0,21.0,4.0,21.0
212,2021.0,4.0,CLST,1.03,1.0,85.0,3.666666666666666,85.0
213,2021.0,4.0,CLST,17.0,1.0,23.0,3.6666666666666665,23.0
214,,,CLST,11.02,1.0,14.0,4.0,14.0
215,2021.0,4.0,CLST,,1.0,28.0,,28.0
216,2021.0,4.0,COCO,26.0,1.0,19.0,4.0,
217,2021.0,4.0,COGS,21.0,,30.0,3.6666666666666665,30.0
218,2021.0,4.0,,,1.0,24.0,4.0,24.0
219,2021.0,,COGS,44.0,1.0,,4.0,85.0
220,,4.0,COGS,,1.0,26.0,3.8333333333333335,26.0
221,2021.0,4.0,COGS,50.05,1.0,33.0,4.0,33.0
222,2021.0,4.0,COLT,1.0,1.0,50.0,4.0,50.0
223,2021.0,4.0,COLT,10.23,1.0,16.0,3.8333333333333335,
224,2021.0,4.0,COLT,40.01,1.0,14.0,4.0,14.0
225,2021.0,4.0,COLT,40.07,1.0,74.0,4.0,74.0
226,2021.0,4.0,COLT,,1.0,22.0,4.0,22.0
227,,4.0,COLT,62.04,1.0,,,35.0
228,2021.0,4.0,COLT,64.01,1.0,71.0,4.0,
229,2021.0,4.0,COLT,66.01,1.0,37.0,4.0,37.0
230,2021.0,4.0,COSC,,2.0,194.0,4.0,97.0
231,2021.0,4.0,COSC,10.0,,104.0,,52.0
232,2021.0,,COSC,,1.0,30.0,3.6666666666666665,30.0
233,2021.0,4.0,COSC,22.0,1.0,27.0,4.0,27.0
234,,4.0,COSC,,1.0,16.0,3.5,
235,2021.0,4.0,COSC,30.0,1.0,63.0,3.333333333333333,63.0
236,2021.0,4.0,COSC,50.0,3.0,64.0,3.802083333333333,21.33333333333333
237,2021.0,4.0,COSC,51.0,1.0,40.0,3.6666666666666665,
238,2021.0,4.0,COSC,60.0,1.0,10.0,,10.0
239,2021.0,4.0,COSC,70.0,1.0,42.0,4.0,42.0
240,2021.0,4.0,COSC,71.0,1.0,,3.333333333333333,10.0
241,2021.0,4.0,COSC,74.0,1.0,81.0,4.0,81.0
242,2021.0,4.0,COSC,76.0,1.0,85.0,,85.0
243,2021.0,4.0,COSC,,1.0,27.0,4.0,27.0
244,2021.0,4.0,COSC,87.0,,,3.333333333333334,11.0
245,2021.0,4.0,COSC,63.01,1.0,10.0,4.0,10.0
246,2021.0,4.0,,89.28,1.0,13.0,3.6666666666666665,13.0
247,2021.0,4.0,,10.0,,13.0,4.0,13.0
248,,4.0,CRWT,12.0,1.0,11.0,4.0,11.0
249,2021.0,4.0,CRWT,60.0,1.0,11.0,4.0,
250,2021.0,,EARS,1.0,1.0,56.0,,56.0
251,2021.0,4.0,EARS,6.0,2.0,148.0,3.6666666666666665,74.0
252,2021.0,4.0,,8.0,1.0,10.0,3.6666666666666665,10.0
253,2021.0,4.0,EARS,14.0,1.0,49.0,4.0,49.0
254,,4.0,EARS,35.0,1.0,14.0,3.5,14.0
255,2021.0,4.0,EARS,36.0,1.0,16.0,3.6666666666666665,
256,2021.0,4.0,EARS,45.0,1.0,19.0,3.666666666666666,19.0
257,2021.0,4.0,EARS,46.0,1.0,19.0,,19.0
258,2021.0,4.0,,47.0,1.0,19.0,4.0,19.0
259,2021.0,4.0,EARS,77.0,1.0,13.0,4.0,13.0
260,2021.0,4.0,ECON,,5.0,325.0,3.333333333333334,65.0
261,2021.0,4.0,ECON,2.0,1.0,42.0,3.6666666666666665,
262,2021.0,,ECON,5.0,1.0,23.0,3.6666666666666665,23.0
263,2021.0,4.0,ECON,10.0,2.0,100.0,3.333333333333334,50.0
264,2021.0,4.0,ECON,20.0,2.0,50.0,3.333333333333334,
265,,4.0,,,4.0,198.0,3.5117845117845112,49.5
266,2021.0,4.0,ECON,22.0,2.0,130.0,3.333333333333333,65.0
267,2021.0,4.0,ECON,24.0,2.0,104.0,3.6666666666666665,
268,2021.0,4.0,,,,80.0,3.333333333333333,40.0
269,2021.0,4.0,ECON,26.0,2.0,84.0,3.333333333333333,42.0
270,2021.0,4.0,ECON,27.0,2.0,124.0,3.333333333333333,62.0
271,2021.0,,ECON,28.0,2.0,,3.333333333333333,35.0
272,2021.0,4.0,ECON,29.0,,40.0,,20.0
273,2021.0,4.0,ECON,32.0,2.0,76.0,3.666666666666666,38.0
274,,4.0,ECON,36.0,,74.0,3.333333333333333,37.0
275,2021.0,4.0,ECON,,2.0,132.0,3.6666666666666665,66.0
276,,4.0,ECON,76.0,1.0,21.0,4.0,21.0
277,2021.0,,ECON,77.0,1.0,20.0,3.6666666666666665,20.0
278,2021.0,4.0,,78.0,1.0,13.0,4.0,13.0
279,2021.0,4.0,ECON,80.0,,11.0,,11.0
280,2021.0,4.0,EDUC,1.0,1.0,49.0,3.6666666666666665,49.0
281,,4.0,ENGL,1.0,1.0,48.0,4.0,48.0
282,2021.0,4.0,ENGL,15.0,1.0,37.0,3.6666666666666665,37.0
283,2021.0,,ENGL,47.0,1.0,19.0,3.666666666666666,19.0
284,2021.0,4.0,ENGL,52.05,1.0,18.0,3.8333333333333335,18.0
285,,4.0,ENGL,52.06,1.0,35.0,3.666666666666666,35.0
286,,4.0,ENGL,53.49,1.0,15.0,3.6666666666666665,15.0
287,2021.0,4.0,ENGL,54.15,1.0,14.0,4.0,14.0
288,2021.0,4.0,ENGL,63.06,1.0,20.0,,20.0
289,2021.0,4.0,ENGL,64.05,,16.0,4.0,16.0
290,2021.0,4.0,ENGS,4.0,1.0,30.0,3.8333333333333335,30.0
291,2021.0,4.0,ENGS,12.0,2.0,43.0,3.813953488372093,21.5
292,2021.0,4.0,ENGS,13.0,1.0,,4.0,104.0
293,2021.0,4.0,ENGS,20.0,1.0,21.0,3.333333333333333,21.0
294,2021.0,4.0,,21.0,1.0,90.0,4.0,90.0
295,2021.0,4.0,ENGS,22.0,1.0,45.0,3.6666666666666665,45.0
296,2021.0,4.0,ENGS,,1.0,37.0,3.6666666666666665,37.0
297,,4.0,ENGS,26.0,1.0,,4.0,14.0
298,,4.0,,27.0,1.0,11.0,4.0,11.0
299,2021.0,4.0,,32.0,1.0,12.0,3.8333333333333335,12.0
300,2021.0,4.0,ENGS,33.0,1.0,19.0,3.666666666666666,19.0
301,2021.0,4.0,ENGS,35.0,1.0,,3.166666666666666,22.0
302,2021.0,4.0,ENGS,37.0,1.0,53.0,4.0,53.0
303,2021.0,4.0,,50.0,3.0,,3.802083333333333,21.33333333333333
304,2021.0,4.0,ENGS,66.0,1.0,63.0,3.333333333333333,63.0
305,2021.0,4.0,,,1.0,26.0,3.6666666666666665,26.0
306,2021.0,4.0,ENGS,,1.0,,3.6666666666666665,67.0
307,2021.0,4.0,,91.0,1.0,10.0,3.333333333333333,10.0
308,2021.0,4.0,ENGS,92.0,1.0,13.0,3.6666666666666665,13.0
309,2021.0,4.0,,93.0,1.0,23.0,3.6666666666666665,23.0
310,2021.0,4.0,ENVS,,1.0,107.0,3.6666666666666665,107.0
311,2021.0,4.0,,17.0,1.0,47.0,4.0,47.0
312,2021.0,4.0,ENVS,30.0,1.0,29.0,3.6666666666666665,29.0
313,2021.0,4.0,ENVS,60.0,1.0,27.0,4.0,27.0
314,2021.0,4.0,ENVS,67.0,1.0,30.0,4.0,30.0
315,2021.0,4.0,ENVS,79.0,1.0,14.0,3.5,14.0
316,2021.0,4.0,ENVS,40.01,,12.0,4.0,12.0
317,2021.0,4.0,ENVS,42.01,1.0,12.0,4.0,12.0
318,,4.0,ENVS,84.01,,12.0,,12.0
319,2021.0,4.0,,1.0,,33.0,3.6666666666666665,
320,2021.0,4.0,FILM,20.0,1.0,23.0,3.6666666666666665,23.0
321,2021.0,4.0,FILM,30.0,1.0,,4.0,12.0
322,,4.0,,33.0,1.0,14.0,,14.0
323,2021.0,,FILM,40.0,1.0,13.0,,13.0
324,2021.0,4.0,FILM,,1.0,,4.0,12.0
325,2021.0,4.0,FILM,42.02,1.0,,4.0,13.0
326,2021.0,4.0,FILM,42.17,1.0,19.0,3.333333333333333,19.0
327,2021.0,4.0,FILM,46.01,1.0,26.0,3.333333333333333,26.0
328,2021.0,4.0,FILM,47.32,1.0,13.0,4.0,13.0
329,,4.0,FILM,,1.0,74.0,,74.0
330,2021.0,4.0,FREN,1.0,1.0,11.0,,11.0
331,2021.0,4.0,FREN,3.0,4.0,58.0,3.839080459770115,14.5
332,,4.0,FREN,8.0,1.0,15.0,4.0,15.0
333,2021.0,4.0,FREN,24.0,1.0,10.0,4.0,10.0
334,2021.0,4.0,FREN,70.02,1.0,12.0,4.0,
335,2021.0,4.0,GEOG,2.01,1.0,31.0,4.0,
336,2021.0,4.0,GEOG,25.0,1.0,19.0,3.666666666666666,19.0
337,2021.0,4.0,GEOG,4.01,1.0,24.0,4.0,
338,2021.0,4.0,GEOG,57.0,1.0,10.0,3.8333333333333335,10.0
339,2021.0,4.0,GEOG,71.0,1.0,19.0,4.0,19.0
340,2021.0,4.0,GEOG,77.0,1.0,,4.0,13.0
341,2021.0,4.0,GEOG,8.01,1.0,35.0,3.666666666666666,35.0
342,2021.0,4.0,GEOG,9.01,1.0,40.0,3.333333333333333,40.0
343,2021.0,4.0,GEOG,21.01,1.0,30.0,3.6666666666666665,30.0
344,2021.0,4.0,GEOG,32.01,1.0,18.0,4.0,18.0
345,2021.0,4.0,GEOG,40.03,1.0,18.0,4.0,18.0
346,2021.0,4.0,GEOG,47.01,1.0,30.0,4.0,
347,2021.0,,GERM,1.0,2.0,24.0,3.6666666666666665,12.0
348,2021.0,4.0,,15.0,1.0,71.0,4.0,71.0
349,2021.0,4.0,GERM,10.01,1.0,14.0,4.0,14.0
350,2021.0,4.0,GERM,42.06,1.0,11.0,4.0,
351,2021.0,4.0,GERM,,1.0,17.0,4.0,17.0
352,2021.0,4.0,GERM,43.05,1.0,19.0,3.333333333333333,19.0
353,2021.0,4.0,GOVT,3.0,1.0,33.0,3.6666666666666665,33.0
354,,4.0,GOVT,4.0,1.0,45.0,3.333333333333333,45.0
355,2021.0,4.0,GOVT,5.0,2.0,78.0,3.333333333333333,39.0
356,2021.0,,,6.0,1.0,,3.333333333333333,35.0
357,2021.0,4.0,GOVT,10.0,2.0,53.0,3.333333333333333,26.5
358,2021.0,4.0,GOVT,16.0,1.0,30.0,3.6666666666666665,30.0
359,2021.0,4.0,GOVT,37.0,,18.0,,18.0
360,2021.0,4.0,GOVT,39.0,1.0,16.0,3.333333333333333,16.0
361,2021.0,4.0,GOVT,68.0,,64.0,3.333333333333333,64.0
362,2021.0,4.0,GOVT,,1.0,,4.0,16.0
363,2021.0,4.0,GOVT,20.01,1.0,26.0,3.333333333333333,26.0
364,2021.0,4.0,,20.05,1.0,25.0,3.666666666666666,25.0
365,2021.0,4.0,GOVT,30.03,1.0,30.0,3.6666666666666665,30.0
366,2021.0,,GOVT,40.03,,19.0,3.333333333333333,19.0
367,2021.0,4.0,GOVT,40.09,1.0,15.0,3.333333333333333,
368,2021.0,4.0,GOVT,40.25,,35.0,3.666666666666666,35.0
369,2021.0,4.0,GOVT,60.23,1.0,17.0,3.333333333333333,17.0
370,2021.0,4.0,GOVT,64.01,1.0,27.0,3.333333333333333,27.0
371,2021.0,4.0,GOVT,81.16,1.0,,3.6666666666666665,14.0
372,2021.0,4.0,GOVT,83.05,,16.0,3.6666666666666665,16.0
373,2021.0,4.0,GOVT,83.25,1.0,15.0,3.6666666666666665,15.0
374,2021.0,4.0,GOVT,83.28,1.0,12.0,3.6666666666666665,12.0
375,2021.0,4.0,GOVT,85.08,1.0,,3.6666666666666665,16.0
376,2021.0,4.0,GOVT,85.16,1.0,17.0,3.6666666666666665,
377,2021.0,4.0,GOVT,85.39,1.0,14.0,3.6666666666666665,14.0
378,2021.0,4.0,GOVT,86.25,1.0,,3.6666666666666665,23.0
379,2021.0,4.0,GOVT,86.4,1.0,,,14.0
380,2021.0,,GOVT,86.45,1.0,22.0,4.0,22.0
381,2021.0,,,14.0,1.0,58.0,3.333333333333333,58.0
382,2021.0,4.0,HIST,16.0,1.0,21.0,3.6666666666666665,21.0
383,,4.0,HIST,26.0,1.0,16.0,3.6666666666666665,16.0
384,2021.0,4.0,HIST,36.0,1.0,30.0,3.5,
385,2021.0,4.0,HIST,,1.0,,3.666666666666666,35.0
386,2021.0,4.0,HIST,49.0,1.0,11.0,3.333333333333334,11.0
387,2021.0,4.0,HIST,5.04,1.0,25.0,4.0,25.0
388,2021.0,4.0,HIST,5.13,1.0,,4.0,34.0
389,2021.0,4.0,HIST,71.0,1.0,25.0,4.0,25.0
390,2021.0,4.0,HIST,77.0,1.0,14.0,3.6666666666666665,14.0
391,2021.0,4.0,HIST,85.0,1.0,13.0,4.0,13.0
392,2021.0,4.0,HIST,,1.0,10.0,4.0,10.0
393,2021.0,4.0,HIST,25.02,1.0,33.0,3.6666666666666665,33.0
394,2021.0,4.0,HIST,31.01,1.0,27.0,4.0,27.0
395,2021.0,4.0,HIST,43.01,1.0,23.0,3.6666666666666665,23.0
